V_Word,across,act,action,af,age,ago,air,almost,along,already,also,although,always,american,among,another,anything,area,areas,around,asked,available,away,back,became,become,began,behind,best,better,big,board,body,boy,brought,business,called,came,cannot,car,case,center,certain,change,children,church,city,close,college,come,common,community,company,control,cost,could,country,course,court,day,days,death,department,development,different,done,door,early,economic,either,end,enough,even,ever,every,example,experience,eyes,face,fact,family,far,federal,feet,felt,field,find,first,five,force,form,found,four,free,full,future,gave,general,get,give,given,go,god,going,good,got,government,great,group,half,hand,hands,head,heard,held,help,high,history,home,house,however,human,important,individual,information,interest,job,john,keep,kind,knew,know,known,large,last,later,law,least,left,less,let,life,light,like,line,little,local,long,look,looked,love,made,major,make,making,man,many,matter,may,means,members,men,might,mind,miss,moment,money,much,must,name,national,need,never,new,next,night,nothing,number,office,often,old,one,open,order,others,part,past,people,per,perhaps,period,place,point,policy,political,position,possible,power,present,president,probably,problem,problems,program,public,put,question,quite,rather,real,really,reason,result,right,room,said,saw,say,school,second,see,seem,seemed,seems,seen,sense,service,set,several,shall,show,side,since,small,social,society,something,south,special,state,states,still,street,study,sure,system,take,taken,tell,thing,things,think,though,thought,three,thus,time,times,today,together,told,took,toward,true,turn,turned,two,united,upon,us,use,used,voice,want,wanted,war,water,way,week,well,went,west,whether,white,whole,whose,wife,within,without,woman,word,words,work,world,would,year,years,yet,york,young,across,act,action,af,age,ago,air,almost,along,already,also,although,always,american,among,another,anything,area,areas,around,asked,available,away,back,became,become,began,behind,best,better,big,board,body,boy,brought,business,called,came,cannot,car,case,center,certain,change,children,church,city,close,college,come,common,community,company,control,cost,could,country,course,court,day,days,death,department,development,different,done,door,early,economic,either,end,enough,even,ever,every,example,experience,eyes,face,fact,family,far,federal,feet,felt,field,find,first,five,force,form,found,four,free,full,future,gave,general,get,give,given,go,god,going,good,got,government,great,group,half,hand,hands,head,heard,held,help,high,history,home,house,however,human,important,individual,information,interest,job,john,keep,kind,knew,know,known,large,last,later,law,least,left,less,let,life,light,like,line,little,local,long,look,looked,love,made,major,make,making,man,many,matter,may,means,members,men,might,mind,miss,moment,money,much,must,name,national,need,never,new,next,night,nothing,number,office,often,old,one,open,order,others,part,past,people,per,perhaps,period,place,point,policy,political,position,possible,power,present,president,probably,problem,problems,program,public,put,question,quite,rather,real,really,reason,result,right,room,said,saw,say,school,second,see,seem,seemed,seems,seen,sense,service,set,several,shall,show,side,since,small,social,society,something,south,special,state,states,still,street,study,sure,system,take,taken,tell,thing,things,think,though,thought,three,thus,time,times,today,together,told,took,toward,true,turn,turned,two,united,upon,us,use,used,voice,want,wanted,war,water,way,week,well,went,west,whether,white,whole,whose,wife,within,without,woman,word,words,work,world,would,year,years,yet,york,young
information,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,1,0,0,2,0,2,0,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,3,0,1,0,0,0
interest,0,4,0,0,1,0,0,0,0,0,5,0,0,1,0,3,1,0,1,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,3,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,2,0,0,0,2,0,0,0,4,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,1,0,1,0,2,1,0,8,0,0,4,1,0,1,0,0,0,1,0,1,0,1,0,0,0,4,0,1,0,0,0,1,0,1,1,2,1,1,1,2,0,17,2,1,0,1,0,1,3,1,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,2,0,0,5,0,1,0,0,1,3,2,2,0,0,1,1,0,0,0,1,0,0,1,0,0,3,1,1,2,1,0,1,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,1,3,0,0,2,1,1,0,1,0,1,0,0,2,1,1,2,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,1,1,0,0,0,1,3,1,5,0,1,0,0,0,0,1,3,1,2,0,1,0,1,4,0,0,0,3,0,1,1,3,0,0,2,5,3,2,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,2,2,3,2,1,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,0
job,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,2,0,1,0,2,1,1,0,1,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,0,2,0,0,7,2,3,2,0,0,13,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,2,3,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,2,2,0,1,0,0,2,0,4,0,5,1,0,0,0,0,5,1,0,0,0,1,2,0,0,0,1,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,3,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,3,1,1,1,0,0,1,0,0,2,2,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,1,2,0,2,0,1,0,1,0,0,1,2,0,3,0,0,2,0,1,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0,1,2,1,0,3,1,2,0,0,1,0,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,1,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,1,0,0,2,0,1,0,1,0,0,0
john,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,2,1,2,0,0,1,0,0,0,0,3,1,0,1,0,0,0,3,0,0,1,0,0,1,5,0,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,8,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,7,1,0,2,0,2,0,1,0,0,1,1,0,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,2,1,1,1,0,1,0,0,1,0,3,3,0,0,1,1,1,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,2,2,3,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,1,0,1,0,0,1,2,2,4,4,6,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,2,2,1,0,1,0,1,1,1,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,1,1,4,1,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5,0,3,2,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,7,0,1,0,2,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,3,8,0,0,2,0,1,1,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,5,1,0,0,0,0
keep,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,2,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,3,0,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,3,0,2,0,1,1,0,0,0,1,0,0,0,0,2,0,0,2,1,1,0,1,0,0,0,2,1,1,0,1,0,0,2,0,0,1,1,0,0,0,0,2,5,0,0,1,1,0,0,1,1,1,0,1,1,2,0,6,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,4,0,1,3,0,0,6,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,1,1,1,1,2,0,0,0,0,1,0,2,1,0,0,1,0,1,0,1,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,5,0,1,0,1,1,1,1,0,1,2,0,1,0,0,1,0,0,4,6,1,0,0,1,4,1,0,0,2,1,0,0,0,0,3,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,1,0,0,2
kind,0,1,2,0,0,0,0,2,0,1,2,1,0,0,2,3,3,0,0,0,1,0,3,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,1,0,1,0,1,1,0,3,0,5,0,1,1,2,0,0,2,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,1,0,0,0,6,3,0,0,1,0,1,1,1,0,0,3,0,0,0,1,0,1,1,0,0,0,0,1,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,4,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,4,2,2,0,0,1,0,0,0,0,6,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,1,0,0,2,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,2,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,3,1,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,0,2,0,0,2,0,0,0,6,1,0,1,0,0,1,3,0,0,2,2,1,0,0,0,0,1,2,0,0,0,0,0,1,0,4,0,0,1,2,0,5,0,1,0,3,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,2,1,0,0,5,2,1,1,2,0,0,2,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,2,0,0,0,0,0,1,2,0,1,1,1,0,4,0,5,0,0,0,0,1
knew,1,0,0,0,0,0,0,0,1,1,2,1,3,2,1,0,0,0,0,1,2,0,2,0,1,0,0,1,1,0,0,2,0,2,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,2,2,1,2,1,3,0,0,0,1,1,0,0,1,0,0,2,3,1,0,0,3,1,0,1,7,0,2,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,1,0,1,0,0,1,2,0,0,3,1,0,1,0,1,1,0,0,0,1,10,3,1,1,0,2,0,2,1,0,0,2,0,7,0,4,0,3,2,0,1,2,0,1,0,3,0,0,0,0,0,3,1,1,1,0,1,6,0,1,0,0,15,1,1,0,0,0,0,0,0,10,0,0,0,1,0,3,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,4,2,0,1,1,4,0,1,0,0,1,0,0,0,0,2,3,0,1,0,0,1,0,0,2,0,3,0,0,1,1,0,0,0,5,1,4,5,4,0,0,4,1,0,0,2,0,0,0,0,0,2,0,0,2,0,0,1,3,2,1,0,0,0,4,1,0,2,1,0,0,0,1,1,1,0,1,0,0,3,0,2,5,0,1,0,0,0,0,0,0,1,3,2,1,4,2,1,0,0,2,3,0,0,0,0,0,0,1,0,1,1,1,1,5,2,0,0,2,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,18,1,3,0,0,1,0,0,0,1,1,1,0,0,1,0,3,4,0,0,1,1,0,1,0,1,1,0,0,1,0,1,2,0,0,0,2,1,2,1,0,0,0,2,1,0,2,2,6,4,2,0,2,0,0,0,0,0,1,0,2,0,1,1,3,1,1,1,0,0,0,0,2,1,1,10,1,0,0,1,0,0,2,1,1,0,1,0,7,0,1,0,1,0,1,2,4,0,1,1,2,2,0,0,0,0,6,5,1,0,5,1,2,4,0,1,0,2,0,1,0,8,0,2,1,2,3,1,0,1,2,0,4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,1,0,2,0,2,1,0,0,3,2,0,0,0,0,3,2,1,2,2,0,0,1,1,1,0,1,2,7,0,0,2,0,2,0,0,0,1,1,0,1,2,0,20,0,0,1,0,0
know,0,0,0,1,2,0,0,1,0,0,2,0,3,1,2,0,1,0,0,4,2,0,3,2,0,0,0,1,2,0,2,0,0,1,0,1,0,5,2,1,2,0,0,0,1,0,1,0,0,2,0,1,2,0,0,6,0,1,0,0,1,1,1,0,1,3,0,1,0,1,1,5,14,1,0,1,1,3,0,1,1,5,0,2,1,0,0,2,0,0,0,1,1,1,0,0,0,0,7,1,0,0,3,3,8,7,0,0,1,0,3,2,2,0,0,2,0,0,2,0,2,0,0,0,0,1,2,1,0,0,1,20,0,0,0,4,0,1,0,0,13,5,0,11,0,3,0,0,4,2,2,1,0,1,0,7,4,0,7,1,0,5,3,2,0,1,0,1,10,0,0,5,15,2,1,0,1,0,0,1,3,9,0,1,0,1,0,18,0,4,1,0,2,1,0,0,1,2,2,1,2,0,0,0,1,0,1,1,1,2,9,2,0,4,2,27,0,5,1,0,2,2,3,1,1,0,0,0,0,4,1,0,2,0,0,0,3,0,0,1,2,4,1,0,4,1,4,0,2,6,3,9,2,3,0,0,2,0,0,0,1,2,1,2,2,1,2,0,0,7,0,0,1,11,7,0,0,7,1,7,2,1,2,0,2,0,2,0,1,0,1,1,2,3,15,0,1,3,0,0,0,0,1,1,0,1,0,1,1,0,5,1,4,2,1,1,6,1,1,5,1,0,0,2,1,2,0,0,3,2,2,0,0,1,0,2,0,2,0,1,1,0,2,0,0,0,1,1,0,0,0,0,1,1,1,6,0,2,0,2,0,2,1,0,1,5,0,2,0,1,0,6,6,0,1,0,2,0,0,3,5,3,0,0,3,0,1,2,1,0,0,0,0,1,2,2,3,2,4,2,1,8,4,8,9,7,0,1,0,0,0,0,0,1,1,1,0,1,0,4,0,1,1,0,0,0,0,0,1,4,3,20,2,0,3,1,1,1,1,1,0,4,1,9,1,5,0,4,1,3,4,5,0,4,0,9,2,0,1,1,0,4,2,2,2,0,1,17,6,6,0,0,10,6,3,2,6,2,0,0,3,16,0,1,2,2,1,10,0,2,0,1,1,1,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,3,1,0,0,6,0,19,0,3,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,13,1,0,0,0,1,1,0,7,0,3,0,4,6,5,4,0,3,0,1,4,0,0,0,2,0,0,2,2,0,6,0,0,1,2,1,2,7,1,0,1,4,0,9,4,0,13,0,0,0,1,0,2,0,1,0,2,2,17,1,2,2,0,3
known,0,0,1,2,1,1,0,0,0,1,5,1,2,1,0,1,0,1,0,1,0,0,0,0,2,5,0,0,6,5,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,1,1,1,1,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,2,1,2,0,0,2,1,0,2,1,1,0,0,1,1,4,1,0,0,9,1,0,0,1,0,1,0,0,6,0,0,1,0,0,4,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,1,0,1,0,0,2,8,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,2,0,0,0,2,0,2,1,1,0,2,1,0,0,1,0,2,0,3,4,0,0,0,0,2,1,0,0,0,1,1,0,4,1,0,2,1,3,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,4,1,0,0,1,1,0,0,2,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3,3,0,1,0,0,0
large,0,0,0,3,0,0,0,0,1,0,2,1,0,1,1,0,0,3,2,3,0,1,1,0,0,1,0,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,2,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,0,1,3,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,2,0,4,0,0,0,0,1,2,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,1,1,0,1,1,0,3,0,1,0,0,3,2,1,0,0,0,1,0,0,0,1,1,2,0,0,0,2,0,0,1,0,3,0,0,1,7,0,1,1,1,0,1,0,0,1,3,1,0,0,1,1,0,1,0,0,1,0,1,5,1,0,1,2,0,0,0,0,0,2,1,0,1,1,1,1,0,1,3,0,0,0,1,4,0,1,1,0,3,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,5,0,1,0,3,0,0,0,0,0,1,0,0,2,0,0,1,1,2,0,0,0,0,1,0,0,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5,0,0,0,1,2,3,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2,4,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,0,0,0,2,0,4,0,1,0,1,2,0,0,0,25,1,1,2,4,1,1,0,14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
